排名,單位名稱,祖先數,子孫數,直接被投資,直接投資,是否身處最大集團
180,中國航運股份有限公司,3,15,2,10,O
181,錸德科技股份有限公司,4,57,3,10,O
182,勤業投資股份有限公司,1,10,1,10,X
183,信誼企業股份有限公司,1,232,1,10,O
184,慶達投資股份有限公司,5,22,1,10,O
185,聲寶股份有限公司,3,21,1,10,O
186,全球投資股份有限公司,10,10,1,10,O
187,三陽投資股份有限公司,0,33,0,10,O
188,方元投資股份有限公司,0,24,0,10,O
189,和利投資股份有限公司,10,78,1,10,O
190,興隆投資開發股份有限公司,14,92,1,10,O
191,致茂電子股份有限公司,5,17,3,10,O
192,華人衛星網路股份有限公司,0,17,0,10,O
193,智立投資股份有限公司,86,223,3,10,O
194,太平洋電線電纜股份有限公司,4,31,4,10,O
195,凱友投資股份有限公司,5,13,1,10,O
196,寶成工業股份有限公司,6,25,5,10,O
197,台灣聚合化學品股份有限公司,2,33,2,10,O
198,生達化學製藥股份有限公司,0,10,0,10,O
199,中原國際創業投資股份有限公司,4,57,1,10,O
200,佳美投資股份有限公司,0,63,0,10,O
201,遠鼎股份有限公司,28,176,6,10,O
202,臺南紡織股份有限公司,8,44,8,10,O
203,臺灣中小企業銀行股份有限公司,5,60,5,10,O
204,神通電腦股份有限公司,10,78,3,10,O
205,力麗企業股份有限公司,3,19,3,10,O
206,富堅管理顧問股份有限公司,6,14,1,10,O
207,台灣歐力士股份有限公司,1,10,1,10,X
208,彰化商業銀行股份有限公司,28,34,5,10,O
209,全茂投資股份有限公司,0,36,0,10,O
210,大聯大投資控股股份有限公司,1,42,1,10,O
211,聯聚貿易股份有限公司,0,10,0,10,X
212,山發營造股份有限公司,1,17,1,10,O
213,群光電子股份有限公司,3,25,3,10,O
214,中影股份有限公司,4,13,2,10,O
215,偉喬投資開發股份有限公司,14,92,2,10,O
216,綠洲投資股份有限公司,10,10,1,10,O
217,英和投資股份有限公司,0,12,0,9,X
218,誼林投資股份有限公司,1,22,1,9,O
219,台元創業投資股份有限公司,26,11,5,9,O
220,長春人造樹脂廠股份有限公司,0,11,0,9,O
221,恒耀工業股份有限公司,0,10,0,9,O
222,金車股份有限公司,1,23,1,9,O
223,光華巴士股份有限公司,6,25,4,9,O
224,榮成紙業股份有限公司,8,12,4,9,O
225,佳源投資開發股份有限公司,14,92,4,9,O
226,復興航空運輸股份有限公司,23,14,3,9,O
227,第一商業銀行股份有限公司,6,42,1,9,O
228,宏榮投資股份有限公司,1,49,1,9,O
229,堤維西交通工業股份有限公司,3,24,3,9,O
230,華隆股份有限公司,0,9,0,9,X
231,科亞投資股份有限公司,0,17,0,9,O
232,璞永建設股份有限公司,5,9,5,9,O
233,英業達股份有限公司,1,11,1,9,O
234,歐華創業投資股份有限公司,52,17,9,9,O
235,第一金融控股股份有限公司,5,56,4,9,O
236,味丹企業股份有限公司,13,31,11,9,O
237,欣光華股份有限公司,1,69,1,9,O
238,中嘉國際投資股份有限公司,1,42,1,9,O
239,中國電器股份有限公司,12,11,8,9,O
240,連橫投資股份有限公司,1,143,1,9,O
241,全興工業股份有限公司,5,13,2,9,O
242,台文針織股份有限公司,18,195,3,9,O
243,盛弘醫藥股份有限公司,50,13,4,9,O
244,仲冠投資股份有限公司,4,339,1,9,O
245,工商財經數位股份有限公司,1,13,1,9,O
246,中國信託金融控股股份有限公司,6,27,3,9,O
247,能率投資股份有限公司,3,39,2,9,O
248,光寶科技股份有限公司,4,41,4,9,O
249,鑫永投資股份有限公司,0,19,0,9,O
250,全豐盛投資股份有限公司,0,9,0,9,O
251,艾德蒙海外股份有限公司,1,9,1,9,O
252,力晶科技股份有限公司,86,223,9,9,O
253,陽明海運股份有限公司,2,10,2,9,O
254,中國信託創業投資股份有限公司,7,12,1,9,O
255,順益投資股份有限公司,0,10,0,9,X
256,台灣創新發展股份有限公司,6,9,1,9,O
257,合作金庫商業銀行股份有限公司,8,24,1,9,O
258,瑞昱半導體股份有限公司,3,28,3,9,O
259,盛輝投資股份有限公司,3,15,3,9,O
260,威盈國際實業股份有限公司,5,13,4,9,O
261,鵬寶科技股份有限公司,2,102,1,9,O
262,東南水泥股份有限公司,5,66,4,9,O
263,宏泰電工股份有限公司,3,9,3,9,O
264,深波投資股份有限公司,2,267,2,9,O
265,中國人造纖維股份有限公司,5,66,3,9,O
266,同昌投資股份有限公司,3,15,3,9,O
267,寶島家電股份有限公司,0,9,0,9,X
268,中鋼碳素化學股份有限公司,120,155,4,9,O
269,長榮航空股份有限公司,8,249,4,9,O
270,台灣中油股份有限公司,1,10,1,9,O
271,華南商業銀行股份有限公司,13,38,1,9,O
272,紳立通運股份有限公司,7,23,4,8,O
273,信義房屋仲介股份有限公司,2,11,1,8,O
274,和桐化學股份有限公司,4,18,2,8,O
275,華新科技股份有限公司,12,100,3,8,O
276,勇春股份有限公司,0,23,0,8,O
277,友信行股份有限公司,0,9,0,8,O
278,弘茂投資股份有限公司,0,22,0,8,O
279,聯電新投資事業股份有限公司,6,9,1,8,O
280,聯成化學科技股份有限公司,7,160,3,8,O
281,中租迪和股份有限公司,1,9,1,8,X
282,淡水汽車客運股份有限公司,0,27,0,8,O
283,大立國際實業股份有限公司,5,13,4,8,O
284,信邦電子股份有限公司,2,48,1,8,O
285,交通部,0,432,0,8,O
286,七陽實業股份有限公司,1,79,1,8,O
287,泛喬股份有限公司,18,8,4,8,O
288,臺南市政府,0,8,0,8,O
289,大聚化學纖維股份有限公司,28,176,3,8,O
290,台新金融控股股份有限公司,12,66,8,8,O
291,會統企業股份有限公司,8,26,3,8,O
292,華立企業股份有限公司,2,17,2,8,O
293,晟德大藥廠股份有限公司,3,12,3,8,O
294,東台精機股份有限公司,7,8,2,8,X
295,新義興投資有限公司,0,51,0,8,O
296,八達交通股份有限公司,7,23,4,8,O
297,中華工程股份有限公司,26,27,8,8,O
298,德安開發股份有限公司,5,19,2,8,O
299,農學股份有限公司,1,11,1,8,O
300,正利時投資股份有限公司,9,17,4,8,O
301,神基科技股份有限公司,13,10,2,8,O
302,安東貿易股份有限公司,0,8,0,8,X
303,台北富邦商業銀行股份有限公司,3,13,1,8,O
304,會統投資股份有限公司,8,26,2,8,O
305,旺宏電子股份有限公司,6,9,4,8,O
306,上奇科技股份有限公司,5,12,2,8,O
307,盛智投資股份有限公司,9,17,4,8,O
308,日商豐田通商株式會社,0,29,0,8,O
309,上誼文化實業股份有限公司,0,237,0,8,O
310,潤泰興股份有限公司,0,63,0,8,O
311,旭揚管理顧問股份有限公司,0,9,0,8,O
312,力立企業股份有限公司,0,235,0,8,O
313,惠豐開發股份有限公司,4,13,3,8,O
314,聯強國際股份有限公司,10,78,2,8,O
315,財團法人新光吳火獅文教基金會,0,492,0,8,O
316,翔發投資股份有限公司,3,11,1,8,O
317,精彩饗宴股份有限公司,6,8,1,8,O
318,白馬窯業股份有限公司,4,8,4,8,X
319,東光投資股份有限公司,2,99,2,8,O
320,力元投資股份有限公司,1,234,1,8,O
321,元大金融控股股份有限公司,11,119,3,8,O
322,兆豐金融控股股份有限公司,7,348,5,8,O
323,楓丹白露股份有限公司,0,25,0,8,O
324,康賜股份有限公司,0,8,0,8,X
325,成信電子股份有限公司,2,18,1,8,O
326,豐年華投資股份有限公司,9,17,4,8,O
327,光生投資事業股份有限公司,0,8,0,8,O
328,迅捷投資股份有限公司,5,155,2,8,O
329,智仁科技開發股份有限公司,86,223,9,8,O
330,信宇投資股份有限公司,0,13,0,8,O
331,彰化汽車客運股份有限公司,2,14,2,8,O
332,裕鼎實業股份有限公司,28,176,5,8,O
333,南寶樹脂化學工廠股份有限公司,6,10,3,8,O
334,特力股份有限公司,3,20,2,8,O
335,中加投資發展股份有限公司,90,15,8,8,O
336,大正系統股份有限公司,7,16,4,8,X
337,威剛科技股份有限公司,1,10,1,8,O
338,仁云股份有限公司,0,16,0,8,O
339,燦坤實業股份有限公司,1,43,1,8,O
340,日盛證券股份有限公司,3,27,1,8,O
341,智嘉投資股份有限公司,6,115,1,8,O
342,亞洲時代股份有限公司,0,8,0,8,X
343,匯弘投資股份有限公司,5,55,3,8,O
344,九如投資股份有限公司,0,16,0,8,O
345,聖立通運股份有限公司,7,23,4,8,O
346,鑫星采有限公司,0,8,0,8,X
347,統一綜合證券股份有限公司,14,12,6,8,O
348,富邦金融控股股份有限公司,2,57,2,8,O
349,兆隆投資股份有限公司,0,8,0,8,X
350,網路家庭國際資訊股份有限公司,2,12,1,8,O
351,大亞創業投資股份有限公司,3,10,3,8,O
352,指南汽車客運股份有限公司,6,25,4,8,O
353,高雄市政府,0,20,0,8,O
354,長榮鋼鐵股份有限公司,5,17,3,8,O
355,建怡實業股份有限公司,0,13,0,7,O
356,威強電工業電腦股份有限公司,1,10,1,7,O
357,寄生有限公司,0,13,0,7,O
358,旭海投資股份有限公司,0,9,0,7,O
359,裕鈜實業股份有限公司,14,92,2,7,O
360,六和機械股份有限公司,13,11,7,7,O
361,六福開發股份有限公司,0,9,0,7,O
362,唯福投資股份有限公司,2,7,2,7,O
363,華鼎國際創業投資股份有限公司,17,13,5,7,O
364,系統電子工業股份有限公司,35,11,2,7,O
365,聯邦商業銀行股份有限公司,6,12,6,7,O
366,凌旭投資股份有限公司,3,32,1,7,O
367,康和綜合證券股份有限公司,21,17,7,7,O
368,台灣大車隊股份有限公司,3,7,2,7,O
369,群益金鼎證券股份有限公司,23,10,8,7,O
370,聯鼎創業投資股份有限公司,51,27,7,7,O
371,豐群投資控股股份有限公司,0,45,0,7,O
372,中美矽晶製品股份有限公司,28,12,3,7,O
373,永原投資股份有限公司,0,231,0,7,O
374,台灣汽電共生股份有限公司,42,9,6,7,O
375,威泰投資股份有限公司,5,201,1,7,O
376,新燕實業股份有限公司,6,27,4,7,O
377,崑鼎投資控股股份有限公司,15,10,2,7,O
378,智新投資股份有限公司,0,256,0,7,O
379,春地投資有限公司,0,8,0,7,O
380,臺北市政府,0,18,0,7,O
381,寶甲企業股份有限公司,0,11,0,7,O
382,鴻貴投資股份有限公司,0,8,0,7,O
383,甘霖投資股份有限公司,0,13,0,7,O
384,昆盈企業股份有限公司,0,12,0,7,O
385,雍利企業股份有限公司,1,8,1,7,X
386,宏達國際電子股份有限公司,1,18,1,7,O
387,茂邦電子有限公司,0,8,0,7,X
388,云辰電子開發股份有限公司,5,14,2,7,O
389,中宇環保工程股份有限公司,120,155,8,7,O
390,中保投資股份有限公司,11,15,1,7,O
391,明基電通股份有限公司,24,17,1,7,O
392,翔韋投資股份有限公司,19,53,1,7,O
393,威昇開發股份有限公司,0,9,0,7,O
394,榮僑投資股份有限公司,174,14,5,7,O
395,傳倫投資股份有限公司,0,241,0,7,O
396,晉禾企業股份有限公司,0,19,0,7,O
397,新台股份有限公司,0,11,0,7,O
398,台東興業股份有限公司,3,13,3,7,O
399,聯訊管理顧問股份有限公司,16,11,4,7,O
400,新速運輸倉儲股份有限公司,2,7,2,7,O
401,中天生物科技股份有限公司,10,18,1,7,O
402,榮宗投資股份有限公司,0,210,0,7,O
403,正文科技股份有限公司,6,14,2,7,O
404,源泰投資股份有限公司,4,41,1,7,O
405,璞真建設股份有限公司,12,10,4,7,O
406,高林實業股份有限公司,7,246,7,7,O
407,洛碁大飯店股份有限公司,0,7,0,7,X
408,智宏投資股份有限公司,8,8,1,7,O
409,新光三越百貨股份有限公司,48,190,11,7,O
410,大永興業股份有限公司,0,9,0,7,O
411,富崴國際投資股份有限公司,3,27,1,7,O
412,歐立食品股份有限公司,1,8,1,7,O
413,宜泰投資股份有限公司,2,61,2,7,O
414,光洋應用材料科技股份有限公司,2,7,2,7,O
415,遠鼎創業投資股份有限公司,4,7,2,7,O
416,長春石油化學股份有限公司,0,7,0,7,O
417,中強光電股份有限公司,6,12,1,7,O
418,遠東國際商業銀行股份有限公司,30,7,6,7,O
419,優美股份有限公司,10,7,4,7,O
420,東興投資股份有限公司,3,459,3,7,O
421,文曄科技股份有限公司,1,9,1,7,X
422,勝榮汽車股份有限公司,2,62,1,7,O
423,春雨工廠股份有限公司,6,162,4,7,O
424,益利投資股份有限公司,3,15,3,7,O
425,中國合成橡膠股份有限公司,71,246,3,7,O
426,景城開發顧問股份有限公司,17,58,2,7,O
427,安祥能源股份有限公司,0,7,0,7,X
428,威文投資股份有限公司,5,201,4,7,O
429,嘉里大榮物流股份有限公司,6,9,3,7,O
430,南港輪胎股份有限公司,1,7,1,7,X
431,永豐紙業股份有限公司,6,20,3,7,O
432,凱基證券股份有限公司,20,14,1,7,O
433,德勤投資股份有限公司,28,176,2,7,O
434,世友投資股份有限公司,2,10,1,7,O
435,欣揚投資股份有限公司,20,8,2,7,O
436,文安國際實業股份有限公司,2,33,1,7,O
437,高權投資股份有限公司,0,222,0,7,O
438,奇美實業股份有限公司,3,10,3,7,O
439,群聯電子股份有限公司,1,11,1,7,O
440,誼光保全股份有限公司,157,172,3,7,O
441,聯碩投資開發股份有限公司,14,92,4,7,O
442,振樺電子股份有限公司,0,7,0,7,X
443,彥文資產管理顧問股份有限公司,0,8,0,7,X
444,昇恒昌股份有限公司,3,7,3,7,O
445,鴻海精密工業股份有限公司,5,49,3,7,O
446,光友股份有限公司,5,89,3,7,O
447,大眾電腦股份有限公司,5,53,2,7,O
448,長榮海運股份有限公司,8,249,4,7,O
449,榮嘉投資股份有限公司,0,11,0,7,X
450,威盛電子股份有限公司,3,8,2,7,O
451,金利投資股份有限公司,0,30,0,7,O
452,百鼎投資股份有限公司,28,176,2,7,O
453,元昇創業投資股份有限公司,2,12,2,7,X
454,朝欽實業股份有限公司,8,7,2,7,O
455,興農股份有限公司,2,13,2,7,O
456,大華創業投資股份有限公司,47,10,5,7,O
457,建信啟記股份有限公司,0,191,0,7,O
458,遠富國際股份有限公司,4,37,2,7,O
459,燦星網通股份有限公司,1,13,1,7,O
460,台一國際股份有限公司,0,240,0,7,O
461,互助營造股份有限公司,0,7,0,6,O
462,中屋國際股份有限公司,0,12,0,6,X
463,佑高投資股份有限公司,0,12,0,6,O
464,勝華科技股份有限公司,15,10,1,6,O
465,永嘉國際開發股份有限公司,0,13,0,6,O
466,昕洋股份有限公司,6,6,1,6,O
467,環隆科技股份有限公司,0,10,0,6,O
468,勝昌股份有限公司,2,62,1,6,O
469,李長榮化學工業股份有限公司,4,8,2,6,O
470,高品有限公司,0,21,0,6,O
471,榮民工程股份有限公司,1,29,1,6,O
472,屏東汽車客運股份有限公司,3,9,3,6,O
473,頂呱呱投資股份有限公司,1,6,1,6,X
474,里仁事業股份有限公司,1,6,1,6,X
475,冠泰投資股份有限公司,1,10,1,6,O
476,茂和實業股份有限公司,1,9,1,6,O
477,長宏國際開發事業股份有限公司,1,9,1,6,X
478,鑽石生技投資股份有限公司,12,7,4,6,O
479,晶元光電股份有限公司,18,15,5,6,O
480,國泰建設股份有限公司,5,123,5,6,O
481,金群投資股份有限公司,5,14,2,6,O
482,力揚投資股份有限公司,0,16,0,6,X
483,謙順行股份有限公司,1,241,1,6,O
484,嘉禧投資股份有限公司,0,15,0,6,O
485,大威國際實業股份有限公司,5,13,3,6,O
486,廣明企業股份有限公司,0,7,0,6,O
487,廣運機械工程股份有限公司,0,9,0,6,O
488,鼎元光電科技股份有限公司,0,10,0,6,O
489,百福投資股份有限公司,1,125,1,6,O
490,矽統科技股份有限公司,5,155,2,6,O
491,霸德國際股份有限公司,0,12,0,6,X
492,瑞安大藥廠股份有限公司,1,24,1,6,O
493,台灣光罩股份有限公司,30,9,3,6,O
494,樺福建設開發股份有限公司,2,7,2,6,O
495,和田國際開發有限公司,0,79,0,6,O
496,功學社教育用品股份有限公司,5,8,5,6,X
497,瑞軒科技股份有限公司,3,13,2,6,O
498,四零四科技股份有限公司,1,6,1,6,X
499,華盛國際投資股份有限公司,2,9,1,6,O
500,中美糧食股份有限公司,2,6,2,6,O
