排名,單位名稱,祖先數,子孫數,直接被投資,直接投資,是否身處最大集團
110,英屬維京群島商PRIME BRIDGE INTERNATIONAL LIMITED,0,329,0,1,O
111,財團法人徐有庠先生紀念基金會,0,177,0,3,O
112,元成發科技股份有限公司,0,196,0,1,O
113,景冠投資股份有限公司,3,323,1,1,O
114,日通投資股份有限公司,1,323,1,1,O
115,萊埠投資有限公司,0,323,0,1,O
116,日商三菱自動車工業株式會社,0,196,0,2,O
117,富華開發企業股份有限公司,10,195,4,1,O
118,新光鋼鐵股份有限公司,2,166,2,6,O
119,清園投資股份有限公司,0,259,0,5,O
120,遠東百貨股份有限公司,28,176,5,14,O
121,擎緯股份有限公司,0,267,0,1,O
122,裕民航運股份有限公司,28,176,6,6,O
123,中央投資股份有限公司,0,118,0,25,O
124,百揚投資股份有限公司,28,176,1,6,O
125,裕利投資股份有限公司,28,176,2,4,O
126,聯成化學科技股份有限公司,7,160,3,8,O
127,義源投資股份有限公司,1,175,1,4,O
128,德良股份有限公司,2,320,1,2,O
129,寬和開發股份有限公司,3,341,2,4,O
130,德時實業股份有限公司,2,319,1,2,O
131,台灣新光保全股份有限公司,22,183,10,16,O
132,盈盈投資股份有限公司,0,207,0,6,O
133,財團法人林燈文教公益基金會,0,282,0,1,O
134,高瑞投資股份有限公司,120,155,1,4,O
135,恆強投資股份有限公司,0,248,0,3,O
136,裕民貿易股份有限公司,28,176,4,3,O
137,威泰投資股份有限公司,5,201,1,7,O
138,高雄市中國鋼鐵股份有限公司產業工會,0,158,0,2,O
139,景裕國際股份有限公司,120,155,1,5,O
140,群裕投資股份有限公司,120,155,2,3,O
141,臺灣化學纖維股份有限公司,7,109,4,27,O
142,仰德投資事業股份有限公司,1,145,1,11,O
143,十祥投資股份有限公司,0,247,0,1,O
144,財團法人辜公亮文教基金會,0,247,0,1,O
145,信和投資有限公司,0,247,0,1,O
146,誼光保全股份有限公司,157,172,3,7,O
147,東元電機股份有限公司,18,81,6,35,O
148,和豐投資股份有限公司,71,246,2,2,O
149,惠康投資股份有限公司,0,177,0,1,O
150,財團法人應柴秀珍女士紀念基金會,0,177,0,1,O
151,裕民股份有限公司,28,176,1,1,O
152,迅捷投資股份有限公司,5,155,2,8,O
153,鴻高投資開發股份有限公司,120,155,1,1,O
154,南亞塑膠工業股份有限公司,7,109,4,28,O
155,嘉新國際股份有限公司,4,265,3,4,O
156,如海投資股份有限公司,3,205,3,6,O
157,臺灣塑膠工業股份有限公司,7,109,5,24,O
158,南和興產股份有限公司,13,53,10,45,O
159,置弘投資股份有限公司,0,325,0,2,O
160,遠鼎股份有限公司,28,176,6,10,O
161,台塑石化股份有限公司,7,109,4,21,O
162,新光醫療財團法人,0,185,0,5,O
163,伊文斯股份有限公司,0,202,0,2,O
164,亞洲投資股份有限公司,28,176,1,12,O
165,喬泰投資股份有限公司,0,247,0,1,O
166,中盈投資開發股份有限公司,120,155,1,26,O
167,英屬維京群島商萬達公司,0,196,0,1,O
168,中鼎工程股份有限公司,12,177,6,12,O
169,銓緯投資股份有限公司,1,344,1,3,O
170,財團法人吳舜文工商發展策進會,0,196,0,4,O
171,勤利投資有限公司,0,342,0,1,O
172,德杰實業股份有限公司,2,320,1,1,O
173,矽統科技股份有限公司,5,155,2,6,O
174,仁寶電腦工業股份有限公司,2,102,1,29,O
175,光元實業股份有限公司,2,99,2,13,O
176,鼎鼎企業管理顧問股份有限公司,28,176,3,2,O
177,建信啟記股份有限公司,0,191,0,7,O
178,新保投資股份有限公司,158,130,2,12,O
179,富達運輸股份有限公司,28,176,2,1,O
180,中鋼碳素化學股份有限公司,120,155,4,9,O
181,統一超商股份有限公司,5,77,2,39,O
182,亞利預鑄工業股份有限公司,28,176,2,1,O
183,財團法人聯華電子科技文教基金會,0,156,0,1,O
184,會合實業股份有限公司,2,190,1,4,O
185,百鼎投資股份有限公司,28,176,2,7,O
186,元大創業投資股份有限公司,12,97,1,18,O
187,添澄實業股份有限公司,0,169,0,2,O
188,東盈投資股份有限公司,0,187,0,3,O
189,東光投資股份有限公司,2,99,2,8,O
190,遠揚建設股份有限公司,28,176,2,2,O
191,利百代國際實業股份有限公司,3,164,2,4,O
192,含德投資股份有限公司,0,167,0,1,O
193,和柏投資股份有限公司,71,246,2,1,O
194,華新麗華股份有限公司,12,100,3,17,O
195,亞利通運股份有限公司,28,176,2,1,O
196,U-Ming Marine Transport (Singapore) Private Limited,0,177,0,1,O
197,嘉泥建設開發股份有限公司,4,265,3,4,O
198,英屬維京群島商全能有限公司,0,176,0,1,O
199,佐佑投資股份有限公司,4,265,2,2,O
200,華榮電線電纜股份有限公司,5,180,4,17,O
201,綜合警備保障株式會社,0,184,0,1,O
202,日商株式會社GM INVESTIMENTS,0,184,0,1,O
203,"英屬維京群島商 Eagleright Management Co., LTd",0,345,0,1,O
204,超揚投資股份有限公司,120,155,1,5,O
205,金寶電子工業股份有限公司,2,102,1,19,O
206,東和國際投資股份有限公司,2,99,1,5,O
207,長庚醫療財團法人,0,111,0,4,O
208,元大金融控股股份有限公司,11,119,3,8,O
209,亞洲工程企業股份有限公司,28,176,2,2,O
210,和園投資股份有限公司,2,120,2,12,O
211,新光建設開發股份有限公司,16,174,3,3,O
212,新壽公寓大廈管理維護股份有限公司,157,172,3,3,O
213,力信投資股份有限公司,86,223,1,13,O
214,中華電信股份有限公司,1,71,1,24,O
215,德勤投資股份有限公司,28,176,2,7,O
216,宇邦投資股份有限公司,2,320,1,1,O
217,何世國際股份有限公司,0,206,0,2,O
218,何世投資股份有限公司,0,206,0,2,O
219,財團法人敬典文教基金會,0,206,0,1,O
220,協美實業股份有限公司,1,242,1,11,O
221,中宇環保工程股份有限公司,120,155,8,7,O
222,財團法人許金德紀念基金會,0,148,0,3,O
223,中鴻鋼鐵股份有限公司,120,155,2,6,O
224,東樹投資股份有限公司,1,125,1,11,O
225,國泰金融控股股份有限公司,10,111,6,6,O
226,諧永投資股份有限公司,0,156,0,1,O
227,鵬寶科技股份有限公司,2,102,1,9,O
228,村園和業股份有限公司,0,125,0,6,O
229,財團法人中技社,0,178,0,2,O
230,昱晶能源科技股份有限公司,12,177,4,3,O
231,創鼎投資股份有限公司,12,177,1,4,O
232,亞洲皇冠有限公司,1,178,1,1,O
233,亞洲皇冠第二投資有限公司,1,178,1,1,O
234,茂揚股份有限公司,0,95,0,2,O
235,大同股份有限公司,1,65,1,25,O
236,興利開發股份有限公司,12,177,1,2,O
237,中華開發創業投資股份有限公司,21,67,1,20,O
238,合瑞興業股份有限公司,1,192,1,3,O
239,松佐投資股份有限公司,4,265,1,2,O
240,國喬投資開發股份有限公司,14,92,4,6,O
241,富民運輸股份有限公司,28,176,2,2,O
242,遠揚營造工程股份有限公司,28,176,2,2,O
243,亮勳投資有限公司,0,156,0,1,O
244,力晶科技股份有限公司,86,223,9,9,O
245,英吉利國際諮詢顧問股份有限公司,0,121,0,3,O
246,富臨投資有限公司,1,111,1,2,O
247,金鑫投資股份有限公司,12,100,3,5,O
248,鑫揚投資開發股份有限公司,14,92,3,13,O
249,裕元投資股份有限公司,28,176,5,3,O
250,美達股份有限公司,0,182,0,2,O
251,弘博鋼鐵股份有限公司,0,158,0,4,O
252,弘通股份有限公司,0,110,0,1,O
253,長新投資股份有限公司,1,242,1,2,O
254,春雨工廠股份有限公司,6,162,4,7,O
255,國際拆船企業股份有限公司,0,181,0,2,O
256,天母投資股份有限公司,1,110,1,2,O
257,貞豪企業股份有限公司,0,181,0,1,O
258,英屬維京群島商COMPLETE CONNECTION LIMITED,0,165,0,1,O
259,志江投資股份有限公司,1,165,1,1,O
260,世昌國際投資股份有限公司,0,157,0,3,O
261,國泰建設股份有限公司,5,123,5,6,O
262,第一伸銅科技股份有限公司,5,180,3,3,O
263,台灣苯乙烯工業股份有限公司,6,70,4,16,O
264,安隆興業股份有限公司,0,177,0,2,O
265,和昭投資有限公司,0,268,0,2,O
266,新光金融控股股份有限公司,143,180,12,6,O
267,佳源投資開發股份有限公司,14,92,4,9,O
268,國泰醫療財團法人,0,124,0,2,O
269,長榮海運股份有限公司,8,249,4,7,O
270,春源鋼鐵工業股份有限公司,2,158,2,6,O
271,偉鈜投資開發股份有限公司,14,92,3,11,O
272,新竹物流股份有限公司,2,89,1,22,O
273,新光人壽保險股份有限公司,144,173,1,1,O
274,連橫投資股份有限公司,1,143,1,9,O
275,士林電機廠股份有限公司,175,69,8,24,O
276,朋萊股份有限公司,0,195,0,4,O
277,高林實業股份有限公司,7,246,7,7,O
278,醒財投資股份有限公司,1,143,1,5,O
279,菱光科技股份有限公司,18,81,5,4,O
280,行政院國軍退除役官兵輔導委員會,0,53,0,27,O
281,正儀實業股份有限公司,1,181,1,2,O
282,財團法人張榮發慈善基金會,0,260,0,4,O
283,偉喬投資開發股份有限公司,14,92,2,10,O
284,華新科技股份有限公司,12,100,3,8,O
285,義隆電子股份有限公司,2,67,2,16,O
286,憬興投資股份有限公司,0,247,0,2,O
287,金合發鋼鐵股份有限公司,1,156,1,1,O
288,百堅投資股份有限公司,0,156,0,1,O
289,聯昌電子企業股份有限公司,18,81,2,2,O
290,智新投資股份有限公司,0,256,0,7,O
291,力旺電子股份有限公司,9,226,3,5,O
292,智翔投資股份有限公司,86,223,4,12,O
293,世成科技股份有限公司,86,223,7,13,O
294,禾揚資產管理股份有限公司,0,178,0,1,O
295,仲威投資股份有限公司,0,178,0,1,O
296,日商 Chiyoda Corporation,0,179,0,1,O
297,英屬蓋曼群島商 MSPEA Crown Holding Limited,0,179,0,1,O
298,新光三越百貨股份有限公司,48,190,11,7,O
299,智仁科技開發股份有限公司,86,223,9,8,O
300,光陽工業股份有限公司,9,52,9,31,O
301,尊爵投資股份有限公司,2,121,2,2,O
302,台一國際股份有限公司,0,240,0,7,O
303,裕鈜實業股份有限公司,14,92,2,7,O
304,智特股份有限公司,2,224,2,2,O
305,裕勝投資開發股份有限公司,14,92,2,4,O
306,力新國際科技股份有限公司,86,223,6,4,O
307,力世創業投資股份有限公司,86,223,11,3,O
308,長僑投資開發股份有限公司,0,84,0,4,O
309,永豐金融控股股份有限公司,19,75,4,6,O
310,利翔航太電子股份有限公司,86,223,9,2,O
311,欣光華股份有限公司,1,69,1,9,O
312,興隆投資開發股份有限公司,14,92,1,10,O
313,智旺科技股份有限公司,86,223,6,2,O
314,神通電腦股份有限公司,10,78,3,10,O
315,東和鋼鐵企業股份有限公司,4,238,3,12,O
316,旭通投資股份有限公司,5,120,1,1,O
317,現代投資股份有限公司,5,120,1,1,O
318,國泰創業投資股份有限公司,11,53,1,19,O
319,力立企業股份有限公司,0,235,0,8,O
320,仁典投資股份有限公司,0,236,0,5,O
321,百福投資股份有限公司,1,125,1,6,O
322,深波投資股份有限公司,2,267,2,9,O
323,長榮國際股份有限公司,0,264,0,17,O
324,力元投資股份有限公司,1,234,1,8,O
325,智嘉投資股份有限公司,6,115,1,8,O
326,創新工業技術移轉股份有限公司,1,47,1,34,O
327,堉群實業股份有限公司,0,251,0,4,O
328,福太投資開發股份有限公司,13,249,4,5,O
329,金智富資產管理有限公司,1,166,1,4,O
330,巴拿馬商長榮國際有限公司,0,250,0,1,O
331,英屬維京群島商友華國際投資公司,0,250,0,1,O
332,智豐科技股份有限公司,7,230,7,12,O
333,聯碩投資開發股份有限公司,14,92,4,7,O
334,東安投資股份有限公司,18,81,3,14,O
335,紘恩股份有限公司,0,200,0,4,O
336,丹聯投資股份有限公司,0,263,0,5,O
337,長榮航勤股份有限公司,8,249,3,1,O
338,良廷實業股份有限公司,0,112,0,1,O
339,財團法人國泰人壽職工福利委員會,0,112,0,1,O
340,震昇實業股份有限公司,0,112,0,1,O
341,佳誼實業股份有限公司,0,112,0,1,O
342,七陽實業股份有限公司,1,79,1,8,O
343,欣業企業股份有限公司,0,247,0,1,O
344,長陽投資股份有限公司,0,247,0,1,O
345,高聖投資股份有限公司,0,247,0,1,O
346,木鄉國際投資股份有限公司,0,247,0,1,O
347,丹統投資股份有限公司,3,261,3,2,O
348,台北農特產品貿易股份有限公司,0,164,0,2,O
349,田圃企業股份有限公司,3,58,3,3,O
350,三菱伸銅株式會社,0,181,0,1,O
351,光偉投資股份有限公司,0,79,0,5,O
352,安廷投資股份有限公司,0,162,0,3,O
353,華邦電子股份有限公司,12,100,1,6,O
354,財團法人德富文教基金會,0,181,0,1,O
355,財團法人台北市新光吳氏基金會,0,181,0,1,O
356,財團法人台北市吳家錄保險文化教育基金會,0,181,0,1,O
357,百佳圓建設股份有限公司,1,163,1,1,O
358,晟霖投資有限公司,0,163,0,1,O
359,英屬維京群島商偉利國際股份有限公司,0,166,0,1,O
360,臺灣中小企業銀行股份有限公司,5,60,5,10,O
361,世仁投資股份有限公司,86,223,1,16,O
362,台合實業投資股份有限公司,0,96,0,3,O
363,鴻記投資股份有限公司,0,161,0,4,O
364,味王股份有限公司,26,227,11,4,O
365,浩瀚國際投資有限公司,0,227,0,2,O
366,傳倫投資股份有限公司,0,241,0,7,O
367,謙順行股份有限公司,1,241,1,6,O
368,伸原投資股份有限公司,0,241,0,4,O
369,智立投資股份有限公司,86,223,3,10,O
370,聯華食品工業股份有限公司,3,226,2,3,O
371,耐斯企業股份有限公司,30,76,7,18,O
372,聯達投資股份有限公司,4,129,2,5,O
373,毅帝股份有限公司,0,159,0,1,O
374,瑞和庭建設開發股份有限公司,1,240,1,2,O
375,永彰機電股份有限公司,4,225,2,2,O
376,漢翔航空工業股份有限公司,1,225,1,2,O
377,力旭光電股份有限公司,86,223,4,2,O
378,正曄投資股份有限公司,1,181,1,3,O
379,萬果貿易股份有限公司,0,239,0,2,O
380,愛之味股份有限公司,30,76,7,17,O
381,丹波投資股份有限公司,2,267,1,4,O
382,丹寶投資股份有限公司,2,267,1,3,O
383,大洋僑果股份有限公司,1,238,1,6,O
384,薩摩亞商富來登國際企業股份有限公司,0,112,0,1,O
385,日商三越伊勢丹股份有限公司,0,191,0,1,O
386,日商 ISETAN MITSUKOSHI FOOD SERVICE LTD.,0,191,0,1,O
387,智成電子股份有限公司,86,223,8,2,O
388,升元投資股份有限公司,0,92,0,2,O
389,萬寶開發股份有限公司,0,124,0,1,O
390,美豐企業股份有限公司,0,124,0,1,O
391,財團法人國泰建設文化教育基金會,0,124,0,1,O
392,財團法人國泰建設股份有限公司職工福利委員會,0,124,0,1,O
393,緯創資通股份有限公司,0,52,0,15,O
394,耀輝投資股份有限公司,14,92,4,2,O
395,大亞電線電纜股份有限公司,0,45,0,17,O
396,燁宏企業股份有限公司,14,92,4,3,O
397,丹澤企業股份有限公司,4,250,4,1,O
398,同安投資股份有限公司,0,262,0,3,O
399,皇品投資股份有限公司,0,262,0,3,O
400,美德投資股份有限公司,0,262,0,3,O
401,楊記投資股份有限公司,0,262,0,3,O
402,永任投資股份有限公司,0,262,0,3,O
403,高點投資股份有限公司,0,262,0,3,O
404,高棋投資股份有限公司,0,262,0,3,O
405,長榮航空股份有限公司,8,249,4,9,O
406,英屬維京群島商Media Speed Industries Limited,0,111,0,1,O
407,新加坡商新翔集團有限公司,0,250,0,2,O
408,萬利通股份有限公司,0,54,0,2,O
409,和利投資股份有限公司,10,78,1,10,O
410,華納投資股份有限公司,0,231,0,1,O
411,力時投資有限公司,0,231,0,1,O
412,悅山投資股份有限公司,0,231,0,1,O
413,順立投資股份有限公司,0,231,0,1,O
414,全青股份有限公司,0,233,0,2,O
415,慶欣欣鋼鐵股份有限公司,0,170,0,3,O
416,致德有限公司,0,54,0,1,O
417,願興有限公司,0,54,0,1,O
418,程凱有限公司,0,54,0,1,O
419,達原有限公司,0,54,0,1,O
420,致力有限公司,0,54,0,1,O
421,園城企業股份有限公司,0,54,0,1,O
422,期昌有限公司,0,54,0,1,O
423,財團法人陳啟川先生文教基金會,0,54,0,1,O
424,台新金融控股股份有限公司,12,66,8,8,O
425,聯強國際股份有限公司,10,78,2,8,O
426,永大機電工業股份有限公司,2,231,2,6,O
427,和豪投資事業股份有限公司,0,245,0,2,O
428,三菱電機株式會社,0,76,0,2,O
429,技嘉科技股份有限公司,5,119,5,4,O
430,亘原實業股份有限公司,0,229,0,2,O
431,萬協實業股份有限公司,0,229,0,2,O
432,富邦金融控股股份有限公司,2,57,2,8,O
433,廷謙股份有限公司,0,242,0,2,O
434,三共運輸股份有限公司,3,70,1,2,O
435,僑協企業股份有限公司,2,228,1,1,O
436,僑果企業股份有限公司,2,228,1,1,O
437,宏誠創業投資股份有限公司,6,62,1,18,O
438,鑫德投資有限公司,0,227,0,1,O
439,國衡投資有限公司,1,227,1,1,O
440,瑞聖股份有限公司,2,226,1,4,O
441,日本■■■■■ク■ン■■株式會,0,226,0,1,O
442,瑞合投資股份有限公司,4,121,1,1,O
443,太子建設開發股份有限公司,7,55,7,16,O
444,貝里斯商 PROMINENT SINO HOLDINGS LIMITED,0,164,0,1,O
445,大同大學,0,66,0,2,O
446,潤泰興股份有限公司,0,63,0,8,O
447,宏榮投資股份有限公司,1,49,1,9,O
448,英屬維京群島商華光投資公司,0,250,0,1,O
449,華陽中小企業開發股份有限公司,30,31,11,21,O
450,大眾電腦股份有限公司,5,53,2,7,O
451,碩英股份有限公司,2,45,2,13,O
452,國泰世華商業銀行股份有限公司,11,57,1,12,O
453,永鍊股份有限公司,0,233,0,3,O
454,光倫電子股份有限公司,7,82,2,1,O
455,株式會社日立製作所,0,232,0,1,O
456,中環股份有限公司,0,60,0,10,O
457,東友科技股份有限公司,18,81,4,2,O
458,懷恩投資股份有限公司,0,71,0,1,O
459,和合國際開發有限公司,0,71,0,1,O
460,耐斯國際開發股份有限公司,30,76,2,4,O
461,昱畿投資股份有限公司,0,60,0,3,O
462,先宇利投資股份有限公司,0,60,0,3,O
463,勤實佳稅務顧問有限公司,2,82,1,1,O
464,東元國際投資股份有限公司,18,81,1,4,O
465,財團法人臺北市李楊月桃教育基金會,0,230,0,3,O
466,裕捷投資股份有限公司,6,70,2,2,O
467,和泰汽車股份有限公司,28,37,15,17,O
468,佳美投資股份有限公司,0,63,0,10,O
469,錸德科技股份有限公司,4,57,3,10,O
470,久大投資股份有限公司,4,129,3,3,O
471,元捷投資股份有限公司,6,70,2,2,O
472,星旺股份有限公司,3,70,1,2,O
473,中興保全股份有限公司,10,48,9,17,O
474,景德勝股份有限公司,175,69,2,5,O
475,德業投資股份有限公司,0,63,0,3,O
476,廣達電腦股份有限公司,0,32,0,18,O
477,華碩電腦股份有限公司,0,34,0,19,O
478,樂山投資股份有限公司,0,77,0,3,O
479,慶洋投資股份有限公司,0,57,0,5,O
480,安台國際投資股份有限公司,18,81,1,4,O
481,鴻海精密工業股份有限公司,5,49,3,7,O
482,和田國際開發有限公司,0,79,0,6,O
483,台達電子工業股份有限公司,0,38,0,15,O
484,賓士投資股份有限公司,175,69,1,1,O
485,常鋐投資股份有限公司,175,69,4,1,O
486,板建開發股份有限公司,7,76,1,1,O
487,國賓大飯店股份有限公司,175,69,8,11,O
488,宗隆投資股份有限公司,0,68,0,1,O
489,玉隆投資股份有限公司,0,68,0,1,O
490,厚生股份有限公司,6,90,3,5,O
491,東南水泥股份有限公司,5,66,4,9,O
492,上鉅國際股份有限公司,0,79,0,3,O
493,弘光投資股份有限公司,0,54,0,3,O
494,錫瑋投資股份有限公司,0,122,0,3,O
495,仕達投資有限公司,0,122,0,2,O
496,大田崗育樂開發股份有限公司,0,80,0,1,O
497,兆世國際開發股份有限公司,0,90,0,5,O
498,明維投資股份有限公司,0,121,0,3,O
499,鼎固營造股份有限公司,14,92,2,4,O
500,永豐金證券股份有限公司,20,37,1,16,O
